,Hash,Psi,Gamma,Delta
1,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
2,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
3,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
4,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
5,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
6,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
7,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
8,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
9,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
10,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
11,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
12,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
13,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
14,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
15,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
16,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
17,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
18,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
19,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
20,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
21,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
22,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
23,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
24,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
25,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
26,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
27,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
28,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
29,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
30,bded4bc6-4a8e-4e03-ab8d-541f1062c6ae,1.1804218948655585,0.0317618610338819,-0.005986440989918407
